,path,file,prerequisite
1899,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Strength\Offense\Spine-Breaking Technique.md,Spine-Breaking Technique,Limb-Maiming Flourish
1900,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Strength\Offense\Spine-Breaking Technique.md,Spine-Breaking Technique,Mangling Grasp Might
1901,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Strength\Offense\Stampede-Force Strike.md,Stampede-Force Strike,Savage Moonsilver Talons
1902,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Strength\Offense\Sundering Fang Bite.md,Sundering Fang Bite,Unstoppable Beast-Force Blow
1903,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Strength\Offense\Swooping Hybroc Death-Strike.md,Swooping Hybroc Death-Strike,Fatal Strix Flight
1904,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Strength\Offense\Terrifying Ogre Alteration.md,Terrifying Ogre Alteration,Deadly Beastman Transformation
1905,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Strength\Offense\Throat-Baring Hold.md,Throat-Baring Hold,Grizzly Bear Embrace
1906,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Strength\Offense\Tiger Claw Swat.md,Tiger Claw Swat,Snarling Hound Strife
1907,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Strength\Offense\Titan-Rending Fury.md,Titan-Rending Fury,Foe-Defying Frenzy
1908,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Strength\Offense\Unstoppable Beast-Force Blow.md,Unstoppable Beast-Force Blow,Divine Predator Strike
1909,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Strength\Offense\Winding Constrictor Coils.md,Winding Constrictor Coils,Throat-Baring Hold
1910,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Strength\Offense\World-Shaking Slam.md,World-Shaking Slam,Mighty Ram Smash
1911,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Beast-Power Awakening.md,Beast-Power Awakening,Blessed Moon-Beast Empowerment
1912,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Beast-Power Awakening.md,Beast-Power Awakening,Guardian Fang Rebuke
1913,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Blessed Moon-Beast Empowerment.md,Blessed Moon-Beast Empowerment,Pack Instinct Affirmation
1914,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Chimeric Beast Companion.md,Chimeric Beast Companion,Blessed Moon-Beast Empowerment
1915,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Chimeric Beast Companion.md,Chimeric Beast Companion,Perfected Hybrid Interaction
1916,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Erudite Beast-Mind Expansion.md,Erudite Beast-Mind Expansion,Nature-Reinforcing Allocation
1917,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Eternal Companion Endurance.md,Eternal Companion Endurance,Nature-Reinforcing Allocation
1918,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Guardian Fang Rebuke.md,Guardian Fang Rebuke,Pack Instinct Affirmation
1919,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Instinctive Unity Approach.md,Instinctive Unity Approach,Blessed Moon-Beast Empowerment
1920,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Locust-and-Titan Menagerie.md,Locust-and-Titan Menagerie,Eternal Companion Endurance
1921,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Nature-Reinforcing Allocation.md,Nature-Reinforcing Allocation,Blessed Moon-Beast Empowerment
1922,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Quicksilver Steed Unity.md,Quicksilver Steed Unity,Pack Instinct Affirmation
1923,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Supreme God-Beast Unleashed.md,Supreme God-Beast Unleashed,Throat-Ripping Guardian
1924,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Throat-Ripping Guardian.md,Throat-Ripping Guardian,Guardian Fang Rebuke
1925,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Throat-Ripping Guardian.md,Throat-Ripping Guardian,Instinctive Unity Approach
1926,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Twin Beasts Dancing.md,Twin Beasts Dancing,Unleashed Primal Fury
1927,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Unleashed Primal Fury.md,Unleashed Primal Fury,Throat-Ripping Guardian
1928,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Watchful Hound Vigilance.md,Watchful Hound Vigilance,Instinctive Unity Approach
1929,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Witch-Beast Ascendancy.md,Witch-Beast Ascendancy,Charms/Lunar/Intelligence/Sorcery/Celestial Circle Sorcery|Celestial Circle Sorcery
1930,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Animal Ken\Witch-Beast Ascendancy.md,Witch-Beast Ascendancy,Erudite Beast-Mind Expansion
1931,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Cache\Cuckoo’s Nest Cunning.md,Cuckoo’s Nest Cunning,Magpie’s Nest Resourcefulness
1932,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Cache\Hidden Wonders Cloak.md,Hidden Wonders Cloak,Many-Pockets Meditation
1933,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Cache\Implausible Lunar Panoply.md,Implausible Lunar Panoply,Many-Pockets Meditation
1934,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Cache\Implausible Lunar Panoply.md,Implausible Lunar Panoply,Quicksilver Legend Evolution
1935,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Cache\Magpie’s Nest Resourcefulness.md,Magpie’s Nest Resourcefulness,Squirrel’s Cunning Technique
1936,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Cache\Many-Pockets Meditation.md,Many-Pockets Meditation,Squirrel’s Cunning Technique
1937,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Cache\Moon-and-Sun Panoply.md,Moon-and-Sun Panoply,Moon-Follows-Sun Assurance
1938,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Cache\Moon-and-Sun Panoply.md,Moon-and-Sun Panoply,Quicksilver Legend Evolution
1939,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Cache\Quicksilver Legend Evolution.md,Quicksilver Legend Evolution,Rousing Hidden Power
1940,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Cache\Radiant Basilisc Jewel.md,Radiant Basilisc Jewel,Desert Basilisc Diadem
1941,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Cache\Rousing Hidden Power.md,Rousing Hidden Power,Magpie’s Nest Resourcefulness
1942,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Cache\The Spider’s Trapdoor.md,The Spider’s Trapdoor,Many-Pockets Meditation
1943,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Navigation\Albatross-and-Hurricane Odyssey.md,Albatross-and-Hurricane Odyssey,Dauntless Yeddim Caravan
1944,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Navigation\Albatross-and-Hurricane Odyssey.md,Albatross-and-Hurricane Odyssey,Monarch-Wing Migration
1945,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Navigation\Dauntless Yeddim Caravan.md,Dauntless Yeddim Caravan,Lodestone Reckoning Manner
1946,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Navigation\Monarch-Wing Migration.md,Monarch-Wing Migration,Lodestone Reckoning Manner
1947,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Navigation\Moon-Cloaked Wanderer.md,Moon-Cloaked Wanderer,Lodestone Reckoning Manner
1948,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Navigation\Ranging Wolf Deception.md,Ranging Wolf Deception,Moon-Cloaked Wanderer
1949,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Navigation\Treading Midnight’s Road.md,Treading Midnight’s Road,Moon-Cloaked Wanderer
1950,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Navigation\Treading Midnight’s Road.md,Treading Midnight’s Road,Monarch-Wing Migration
1951,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Navigation\Wyld Migration Formation.md,Wyld Migration Formation,Dauntless Yeddim Caravan
1952,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Resolve\Argent-Etched Taboo.md,Argent-Etched Taboo,Shepherd Wolf Vigil
1953,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Resolve\Beast-Mind Metanoia.md,Beast-Mind Metanoia,Intransigent Silver Soul
1954,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Resolve\Chain-Breaking Fury.md,Chain-Breaking Fury,Grudge-Nursing Resentment
1955,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Resolve\Chaos-Defying Embrace.md,Chaos-Defying Embrace,Laughing Into the Teeth of Madness
1956,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Resolve\Dark Premise Duality.md,Dark Premise Duality,Shadow-Mind Meditation
1957,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Resolve\Eternal Guardian’s Vow.md,Eternal Guardian’s Vow,Moon-Follows-Sun Assurance
1958,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Resolve\Intransigent Silver Soul.md,Intransigent Silver Soul,Grudge-Nursing Resentment
1959,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Resolve\Intransigent Silver Soul.md,Intransigent Silver Soul,Silver Heart Faith
1960,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Resolve\Laughing Into the Teeth of Madness.md,Laughing Into the Teeth of Madness,Resisting the Lure of Madness
1961,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Resolve\Nightmare Beast Soul.md,Nightmare Beast Soul,Grudge-Nursing Resentment
1962,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Resolve\Sacred Guardian Renewal.md,Sacred Guardian Renewal,True-to-the-Pack Dedication
1963,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Resolve\Shadow-Mind Meditation.md,Shadow-Mind Meditation,Nightmare Beast Soul
1964,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Resolve\Shepherd Wolf Vigil.md,Shepherd Wolf Vigil,True-to-the-Pack Dedication
1965,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Resolve\Silver Heart Faith.md,Silver Heart Faith,True-to-the-Pack Dedication
1966,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Resolve\Silver-and-Gold Union.md,Silver-and-Gold Union,Eternal Guardian’s Vow
1967,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Territory\Fleeting Silver Mirage.md,Fleeting Silver Mirage,Boundary-Marking Meditation
1968,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Territory\Fleeting Silver Mirage.md,Fleeting Silver Mirage,Lodestone Reckoning Manner
1969,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Territory\Forbidding Wilderness Perils.md,Forbidding Wilderness Perils,Boundary-Marking Meditation
1970,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Territory\Forbidding Wilderness Perils.md,Forbidding Wilderness Perils,The Spider’s Trapdoor
1971,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Territory\Harmony-With-Reality Technique.md,Harmony-With-Reality Technique,Boundary-Marking Meditation
1972,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Territory\Harmony-With-Reality Technique.md,Harmony-With-Reality Technique,Wyld Migration Formation
1973,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Territory\Hungry Mouse Mandate.md,Hungry Mouse Mandate,Boundary-Marking Meditation
1974,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Territory\Hungry Mouse Mandate.md,Hungry Mouse Mandate,Pack Instinct Affirmation
1975,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Territory\Labyrinthine Lair’s Depths.md,Labyrinthine Lair’s Depths,Secure Den Technique
1976,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Territory\Midnight Guardian Territory.md,Midnight Guardian Territory,Boundary-Marking Meditation
1977,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Territory\Midnight Guardian Territory.md,Midnight Guardian Territory,Nightmare Beast Soul
1978,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Territory\Rats-in-the-Basement Style.md,Rats-in-the-Basement Style,Magpie’s Nest Resourcefulness
1979,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Territory\Rats-in-the-Basement Style.md,Rats-in-the-Basement Style,Secure Den Technique
1980,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Territory\Secure Den Technique.md,Secure Den Technique,Boundary-Marking Meditation
1981,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Territory\Secure Den Technique.md,Secure Den Technique,Lodestone Reckoning Manner
1982,D:/Games Notes/Exalted Scripture Understanding\Charms\Lunar\Wits\Territory\Tapestry Spun of Dreams.md,Tapestry Spun of Dreams,Harmony-With-Reality Technique
1983,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Air Dragon Style\Air Dragon Form.md,Air Dragon Form,Breath-Seizing Technique
1984,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Air Dragon Style\Air Dragon Form.md,Air Dragon Form,Wind Dragon Speed
1985,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Air Dragon Style\Avenging Wind Strike.md,Avenging Wind Strike,Air Dragon Form
1986,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Air Dragon Style\Breath-Seizing Technique.md,Breath-Seizing Technique,Air Dragon’s Sight
1987,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Air Dragon Style\Hurricane Combat Method.md,Hurricane Combat Method,Shroud of Unseen Winds
1988,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Air Dragon Style\Lightning Strike Style.md,Lightning Strike Style,Avenging Wind Strike
1989,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Air Dragon Style\Shroud of Unseen Winds.md,Shroud of Unseen Winds,Air Dragon Form
1990,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Air Dragon Style\Thunderclap Kata.md,Thunderclap Kata,Avenging Wind Strike
1991,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Air Dragon Style\Tornado Offense Technique.md,Tornado Offense Technique,Lightning Strike Style
1992,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Air Dragon Style\Wind Dragon Speed.md,Wind Dragon Speed,Cloud-Treading Method
1993,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Air Dragon Style\Wrathful Winds Kiai.md,Wrathful Winds Kiai,Thunderclap Kata
1994,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Earth Dragon Style\Avalanche Method.md,Avalanche Method,Weapon-Breaking Defense Technique
1995,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Earth Dragon Style\Earth Dragon Form.md,Earth Dragon Form,Stillness-of-Stone Atemi
1996,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Earth Dragon Style\Earthshaker Attack.md,Earthshaker Attack,Earth Dragon Form
1997,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Earth Dragon Style\Ghost-Grounding Blow.md,Ghost-Grounding Blow,Earth Dragon Form
1998,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Earth Dragon Style\Hungry Earth Strike.md,Hungry Earth Strike,Earthshaker Attack
1999,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Earth Dragon Style\Hungry Earth Strike.md,Hungry Earth Strike,Ghost-Grounding Blow
2000,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Earth Dragon Style\Perfection of Earth Body.md,Perfection of Earth Body,Avalanche Method
2001,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Earth Dragon Style\Perfection of Earth Body.md,Perfection of Earth Body,Hungry Earth Strike
2002,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Earth Dragon Style\Shattering Fist Strike.md,Shattering Fist Strike,Earth Dragon Form
2003,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Earth Dragon Style\Stillness-of-Stone Atemi.md,Stillness-of-Stone Atemi,Force of the Mountain
2004,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Earth Dragon Style\Unmoving Mountain Stance.md,Unmoving Mountain Stance,Stone Dragon’s Skin
2005,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Earth Dragon Style\Weapon-Breaking Defense Technique.md,Weapon-Breaking Defense Technique,Shattering Fist Strike
2006,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Fire Dragon Style\Breath of the Fire Dragon.md,Breath of the Fire Dragon,Overwhelming Fire Majesty Stance
2007,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Fire Dragon Style\Consuming Might of the Fire Dragon.md,Consuming Might of the Fire Dragon,Breath of the Fire Dragon
2008,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Fire Dragon Style\Consuming Might of the Fire Dragon.md,Consuming Might of the Fire Dragon,Smoldering Wound Attack
2009,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Fire Dragon Style\Essence-Igniting Nerve Strike.md,Essence-Igniting Nerve Strike,God-Immolating Strike
2010,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Fire Dragon Style\Fiery Blade Attack.md,Fiery Blade Attack,Fire Dragon Form
2011,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Fire Dragon Style\Fire Dragon Form.md,Fire Dragon Form,Flame-Flicker Stance
2012,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Fire Dragon Style\Fire Dragon Form.md,Fire Dragon Form,Perfect Blazing Blow
2013,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Fire Dragon Style\Flame-Flicker Stance.md,Flame-Flicker Stance,Flash-Fire Technique
2014,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Fire Dragon Style\God-Immolating Strike.md,God-Immolating Strike,Fire Dragon Form
2015,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Fire Dragon Style\Overwhelming Fire Majesty Stance.md,Overwhelming Fire Majesty Stance,Fire Dragon Form
2016,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Fire Dragon Style\Perfect Blazing Blow.md,Perfect Blazing Blow,Searing Edge Attack
2017,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Fire Dragon Style\Smoldering Wound Attack.md,Smoldering Wound Attack,Essence-Igniting Nerve Strike
2018,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Water Dragon Style\Bottomless Depths Defense.md,Bottomless Depths Defense,Water Dragon Form
2019,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Water Dragon Style\Crashing Wave Style.md,Crashing Wave Style,Flow Reversal Strike
2020,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Water Dragon Style\Essence-Dousing Wave Attack.md,Essence-Dousing Wave Attack,Theft-of-Essence Method
2021,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Water Dragon Style\Flow Reversal Strike.md,Flow Reversal Strike,Theft-of-Essence Method
2022,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Water Dragon Style\Ghost-Restraining Whirlpool.md,Ghost-Restraining Whirlpool,Essence-Dousing Wave Attack
2023,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Water Dragon Style\Shrugging Water-Dragon Escape.md,Shrugging Water-Dragon Escape,Flowing Water Defense
2024,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Water Dragon Style\Theft-of-Essence Method.md,Theft-of-Essence Method,Water Dragon Form
2025,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Water Dragon Style\Tsunami-Force Shout.md,Tsunami-Force Shout,Bottomless Depths Defense
2026,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Water Dragon Style\Tsunami-Force Shout.md,Tsunami-Force Shout,Crashing Wave Style
2027,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Water Dragon Style\Tsunami-Force Shout.md,Tsunami-Force Shout,Ghost-Restraining Whirlpool
2028,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Water Dragon Style\Water Dragon Form.md,Water Dragon Form,Drowning-in-Blood Technique
2029,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Water Dragon Style\Water Dragon Form.md,Water Dragon Form,Shrugging Water-Dragon Escape
2030,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Wood Dragon Style\Death-Pattern-Sensing Attitude.md,Death-Pattern-Sensing Attitude,Wood Dragon Form
2031,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Wood Dragon Style\Enthralling Blow Attack.md,Enthralling Blow Attack,Unbreakable Fascination Kata
2032,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Wood Dragon Style\Mind-Over-Body Meditation.md,Mind-Over-Body Meditation,Wood Dragon Vitality
2033,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Wood Dragon Style\Soul Mastery.md,Soul Mastery,Enthralling Blow Attack
2034,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Wood Dragon Style\Soul Mastery.md,Soul Mastery,Wood Dragon Succor
2035,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Wood Dragon Style\Soul-Marking Style.md,Soul-Marking Style,Eyes of the Wood Dragon
2036,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Wood Dragon Style\Spirit-Rending Technique.md,Spirit-Rending Technique,Spirit-Wracking Method
2037,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Wood Dragon Style\Spirit-Wracking Method.md,Spirit-Wracking Method,Wood Dragon Form
2038,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Wood Dragon Style\Unbreakable Fascination Kata.md,Unbreakable Fascination Kata,Wood Dragon Form
2039,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Wood Dragon Style\Wood Dragon Form.md,Wood Dragon Form,Mind-Over-Body Meditation
2040,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Wood Dragon Style\Wood Dragon Form.md,Wood Dragon Form,Soul-Marking Style
2041,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Wood Dragon Style\Wood Dragon Succor.md,Wood Dragon Succor,Death-Pattern-Sensing Attitude
2042,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Immaculate Dragon Styles\Wood Dragon Style\Wood Dragon Succor.md,Wood Dragon Succor,Spirit-Rending Technique
2043,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Sidereal Martial Arts\Charcoal March of Spiders Style\Cannibalistic Heritage Technique.md,Cannibalistic Heritage Technique,Charcoal March of Spiders Form
2044,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Sidereal Martial Arts\Charcoal March of Spiders Style\Charcoal March of Spiders Form.md,Charcoal March of Spiders Form,Dance of the Hungry Spider
2045,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Sidereal Martial Arts\Charcoal March of Spiders Style\Charcoal March of Spiders Form.md,Charcoal March of Spiders Form,Maw of Dripping Venom
2046,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Sidereal Martial Arts\Charcoal March of Spiders Style\Dance of the Hungry Spider.md,Dance of the Hungry Spider,Unnatural Many-Step Stride
2047,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Sidereal Martial Arts\Charcoal March of Spiders Style\Grandmother Spider Mastery.md,Grandmother Spider Mastery,Pattern Spider Touch
2048,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Sidereal Martial Arts\Charcoal March of Spiders Style\Jumping Spider Strike.md,Jumping Spider Strike,Charcoal March of Spiders Form
2049,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Sidereal Martial Arts\Charcoal March of Spiders Style\Maw of Dripping Venom.md,Maw of Dripping Venom,Rain of Unseen Threads
2050,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Sidereal Martial Arts\Charcoal March of Spiders Style\Nest of Living Strands.md,Nest of Living Strands,Rain of Unseen Threads
2051,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Sidereal Martial Arts\Charcoal March of Spiders Style\Pattern Spider Touch.md,Pattern Spider Touch,Cannibalistic Heritage Technique
2052,D:/Games Notes/Exalted Scripture Understanding\Charms\Martial Arts\Sidereal Martial Arts\Charcoal March of Spiders Style\Pattern Spider Touch.md,Pattern Spider Touch,Jumping Spider Strike
