,path,file,prerequisite
2141,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Performance\Trance of Fugue Vision.md,Trance of Fugue Vision,Stillness-Drawing Meditation
2142,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Performance\Unmatched Showmanship Style.md,Unmatched Showmanship Style,Trance of Fugue Vision
2143,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Authority-Radiating Stance.md,Authority-Radiating Stance,Majestic Radiant Presence
2144,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Awakened Carnal Demiurge.md,Awakened Carnal Demiurge,Threefold Magnetic Ardor
2145,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Blazing Glorious Icon.md,Blazing Glorious Icon,Majestic Radiant Presence
2146,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Countenance of Vast Wrath.md,Countenance of Vast Wrath,Terrifying Apparition of Glory
2147,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Crowned King of Eternity.md,Crowned King of Eternity,Fulminating Word
2148,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Divinity-Conferring Touch (Celestial Exaltation Method).md,Divinity-Conferring Touch (Celestial Exaltation Method),Favor-Conferring Prana
2149,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Empowering Shout.md,Empowering Shout,Impassioned Discourse Technique
2150,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Enemy-Castigating Solar Judgment.md,Enemy-Castigating Solar Judgment,Majestic Radiant Presence
2151,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Excellent Friend Approach.md,Excellent Friend Approach,Listener-Swaying Argument
2152,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Favor-Conferring Prana.md,Favor-Conferring Prana,Underling-Promoting Touch
2153,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Fulminating Word.md,Fulminating Word,Impassioned Discourse Technique
2154,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\God-Heeling Gesture.md,God-Heeling Gesture,Majestic Radiant Presence
2155,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Holy Touch.md,Holy Touch,Enemy-Castigating Solar Judgment
2156,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Hypnotic Tongue Technique.md,Hypnotic Tongue Technique,Fulminating Word
2157,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Impassioned Discourse Technique.md,Impassioned Discourse Technique,Listener-Swaying Argument
2158,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Majestic Radiant Presence.md,Majestic Radiant Presence,Harmonious Presence Meditation
2159,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Mind-Wiping Gaze.md,Mind-Wiping Gaze,Blazing Glorious Icon
2160,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Poised Lion Attitude.md,Poised Lion Attitude,Harmonious Presence Meditation
2161,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Prophet-Uplifting Evocation.md,Prophet-Uplifting Evocation,Underling-Promoting Touch
2162,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Rose-Lipped Seduction Style.md,Rose-Lipped Seduction Style,Awakened Carnal Demiurge
2163,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Shedding Infinite Radiance.md,Shedding Infinite Radiance,Prophet-Uplifting Evocation
2164,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Terrifying Apparition of Glory.md,Terrifying Apparition of Glory,Majestic Radiant Presence
2165,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Threefold Magnetic Ardor.md,Threefold Magnetic Ardor,Listener-Swaying Argument
2166,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Underling-Promoting Touch.md,Underling-Promoting Touch,Majestic Radiant Presence
2167,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Unnerving Solar Presence.md,Unnerving Solar Presence,Threefold Magnetic Ardor
2168,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Voice-Empowering Aspect (Aspect-Imbued Voice).md,Voice-Empowering Aspect (Aspect-Imbued Voice),Prophet-Uplifting Evocation
2169,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Presence\Worshipful Lackey Acquisition.md,Worshipful Lackey Acquisition,Underling-Promoting Touch
2170,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Adamant Skin Technique.md,Adamant Skin Technique,Iron Kettle Body
2171,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Aegis of Invincible Might.md,Aegis of Invincible Might,Adamant Skin Technique
2172,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Armed and Ready Discipline.md,Armed and Ready Discipline,Whirlwind Armor-Donning Prana
2173,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Armored Scout’s Invigoration.md,Armored Scout’s Invigoration,Whirlwind Armor-Donning Prana
2174,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Battle Fury Focus.md,Battle Fury Focus,Willpower-Enhancing Spirit
2175,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Blade-Turning Body Technique.md,Blade-Turning Body Technique,Iron Skin Concentration
2176,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Bloodthirsty Sword-Dancer Spirit.md,Bloodthirsty Sword-Dancer Spirit,Battle Fury Focus
2177,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Body-Mending Meditation.md,Body-Mending Meditation,Charms/Solar/Resistance/Ox-Body Technique
2178,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Diamond-Body Prana.md,Diamond-Body Prana,Iron Skin Concentration
2179,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Fortress-Body Discipline.md,Fortress-Body Discipline,Ruin-Abasing Shrug
2180,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Front-Line Warrior’s Stamina.md,Front-Line Warrior’s Stamina,Charms/Solar/Resistance/Ox-Body Technique
2181,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Fury-Fed Ardor.md,Fury-Fed Ardor,Willpower-Enhancing Spirit
2182,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Glorious Solar Plate.md,Glorious Solar Plate,Hauberk-Summoning Gesture
2183,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Hauberk-Summoning Gesture.md,Hauberk-Summoning Gesture,Whirlwind Armor-Donning Prana
2184,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Illness-Resisting Meditation.md,Illness-Resisting Meditation,Poison-Resisting Meditation
2185,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Immunity to Everything Technique.md,Immunity to Everything Technique,Illness-Resisting Meditation
2186,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Iron Kettle Body.md,Iron Kettle Body,Iron Skin Concentration
2187,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Iron Skin Concentration.md,Iron Skin Concentration,Spirit Strengthens the Skin
2188,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Ruin-Abasing Shrug.md,Ruin-Abasing Shrug,Adamant Skin Technique
2189,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Spirit Strengthens the Skin.md,Spirit Strengthens the Skin,Durability of Oak Meditation
2190,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Tiger Warrior’s Endurance.md,Tiger Warrior’s Endurance,Front-Line Warrior’s Stamina
2191,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Unbreakable Warrior’s Mastery.md,Unbreakable Warrior’s Mastery,Wound-Knitting Exercise
2192,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Willpower-Enhancing Spirit.md,Willpower-Enhancing Spirit,Essence-Gathering Temper
2193,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Resistance\Wound-Knitting Exercise.md,Wound-Knitting Exercise,Tiger Warrior’s Endurance
2194,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Bard-Lightening Prana.md,Bard-Lightening Prana,Whirlwind Horse-Armoring Prana
2195,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Coursing Firebolt Flash.md,Coursing Firebolt Flash,Wind-Racing Essence Infusion
2196,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Elusive Mount Technique.md,Elusive Mount Technique,Flashing Thunderbolt Steed
2197,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Fierce Charger’s Pulse.md,Fierce Charger’s Pulse,Speed-Fury Focus
2198,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Flashing Thunderbolt Steed.md,Flashing Thunderbolt Steed,Master Horseman’s Techniques
2199,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Grizzled Cataphract’s Way.md,Grizzled Cataphract’s Way,Speed-Fury Focus
2200,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Harmonious Tacking Technique.md,Harmonious Tacking Technique,Master Horseman’s Techniques
2201,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Hero Rides Away.md,Hero Rides Away,Master Horseman’s Techniques
2202,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Horse-Healing Technique.md,Horse-Healing Technique,Mount Preservation Method
2203,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Horse-Stealing Leap.md,Horse-Stealing Leap,Saddle-Staying Courses
2204,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Immortal Charger’s Gallop.md,Immortal Charger’s Gallop,Wind-Racing Essence Infusion
2205,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Immortal Rider’s Advantage.md,Immortal Rider’s Advantage,Seasoned Beast-Rider’s Approach
2206,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Inexhaustible Destrier’s Gait.md,Inexhaustible Destrier’s Gait,Immortal Charger’s Gallop
2207,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Iron Simhata Style.md,Iron Simhata Style,Resilience of the Chosen Mount
2208,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Mount Preservation Method.md,Mount Preservation Method,Worthy Mount Technique
2209,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Phantom Rider’s Approach.md,Phantom Rider’s Approach,Untouchable Horseman’s Attitude
2210,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Phantom Steed.md,Phantom Steed,Master Horseman’s Techniques
2211,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Rapid Cavalry Approach.md,Rapid Cavalry Approach,Coursing Firebolt Flash
2212,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Resilience of the Chosen Mount.md,Resilience of the Chosen Mount,Woe and Storm Evasion
2213,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Rousing Backlash Assault.md,Rousing Backlash Assault,Worthy Mount Technique
2214,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Saddle-Staying Courses.md,Saddle-Staying Courses,Single Spirit Method
2215,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Seven Cyclones Rearing.md,Seven Cyclones Rearing,Rousing Backlash Assault
2216,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Single Spirit Method.md,Single Spirit Method,Master Horseman’s Techniques
2217,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Soaring Pegasus Style.md,Soaring Pegasus Style,Sometimes Horses Fly Approach
2218,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Sometimes Horses Fly Approach.md,Sometimes Horses Fly Approach,Coursing Firebolt Flash
2219,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Speed-Fury Focus.md,Speed-Fury Focus,Immortal Charger’s Gallop
2220,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Storm-Racing Destrier.md,Storm-Racing Destrier,Flashing Thunderbolt Steed
2221,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Supernal Lash Discipline.md,Supernal Lash Discipline,Immortal Charger’s Gallop
2222,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Untouchable Horseman’s Attitude.md,Untouchable Horseman’s Attitude,Elusive Mount Technique
2223,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Untouchable Solar Steed.md,Untouchable Solar Steed,Immortal Rider’s Advantage
2224,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Whirlwind Horse-Armoring Prana.md,Whirlwind Horse-Armoring Prana,Harmonious Tacking Technique
2225,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Wind-Racing Essence Infusion.md,Wind-Racing Essence Infusion,Flashing Thunderbolt Steed
2226,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Woe and Storm Evasion.md,Woe and Storm Evasion,Worthy Mount Technique
2227,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Worthy Mount Technique.md,Worthy Mount Technique,Seasoned Beast-Rider’s Approach
2228,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Ride\Wrathful Mount Invigoration.md,Wrathful Mount Invigoration,Immortal Rider’s Advantage
2229,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Ash and Storm Aegis.md,Ash and Storm Aegis,Element-Resisting Prana
2230,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Blood and Salt Bondage.md,Blood and Salt Bondage,Hull-Taming Transfusion
2231,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Burning Anima Sails.md,Burning Anima Sails,Ship-Sustaining Spirit
2232,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Chaos-Cutting Galley.md,Chaos-Cutting Galley,Hull-Preserving Technique
2233,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Current-Cutting Technique.md,Current-Cutting Technique,Wind-Defying Course Technique
2234,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Deadly Ichneumon Assault.md,Deadly Ichneumon Assault,Ship-Breaker Method
2235,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Deck-Sweeping Fusillade.md,Deck-Sweeping Fusillade,Legendary Captain’s Signature
2236,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Fathoms-Fed Spirit.md,Fathoms-Fed Spirit,Salty Dog Method
2237,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Hull-Preserving Technique.md,Hull-Preserving Technique,Ship-Claiming Stance
2238,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Hull-Taming Transfusion.md,Hull-Taming Transfusion,Hull-Preserving Technique
2239,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Implacable Sea Wolf Spirit.md,Implacable Sea Wolf Spirit,Legendary Captain’s Signature
2240,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Indomitable Voyager’s Perseverance.md,Indomitable Voyager’s Perseverance,Immortal Mariner’s Advantage
2241,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Invincible Admiral Method.md,Invincible Admiral Method,Legendary Captain’s Signature
2242,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Legendary Captain’s Signature.md,Legendary Captain’s Signature,Immortal Mariner’s Advantage
2243,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Master and Commander Method.md,Master and Commander Method,Implacable Sea Wolf Spirit
2244,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Ocean-Conquering Avatar.md,Ocean-Conquering Avatar,Indomitable Voyager’s Perseverance
2245,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Orichalcum Letters of Marque.md,Orichalcum Letters of Marque,Ship-Claiming Stance
2246,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Rail-Storming Fervor.md,Rail-Storming Fervor,Deadly Ichneumon Assault
2247,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Safe Bearing Technique.md,Safe Bearing Technique,Salty Dog Method
2248,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Sea Ambush Technique.md,Sea Ambush Technique,Legendary Captain’s Signature
2249,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Sea Devil Training Technique.md,Sea Devil Training Technique,Invincible Admiral Method
2250,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Sea Serpent Flash.md,Sea Serpent Flash,Superior Positioning Technique
2251,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Ship-Breaker Method.md,Ship-Breaker Method,Legendary Captain’s Signature
2252,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Ship-Imperiled Vigor.md,Ship-Imperiled Vigor,Salty Dog Method
2253,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Ship-Leavening Meditation.md,Ship-Leavening Meditation,Hull-Preserving Technique
2254,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Ship-Razing Renewal.md,Ship-Razing Renewal,Ship-Rolling Juggernaut Method
2255,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Ship-Rolling Juggernaut Method.md,Ship-Rolling Juggernaut Method,Implacable Sea Wolf Spirit
2256,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Ship-Sleeking Technique.md,Ship-Sleeking Technique,Ship-Claiming Stance
2257,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Ship-Sustaining Spirit.md,Ship-Sustaining Spirit,Ship-Leavening Meditation
2258,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Shipwreck-Surviving Stamina.md,Shipwreck-Surviving Stamina,Salty Dog Method
2259,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Skiff-to-Scow Method.md,Skiff-to-Scow Method,Ship-Claiming Stance
2260,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Storm-Weathering Essence Infusion.md,Storm-Weathering Essence Infusion,Current-Cutting Technique
2261,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Superior Positioning Technique.md,Superior Positioning Technique,Legendary Captain’s Signature
2262,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Tide-Carried Omens.md,Tide-Carried Omens,Weather-Anticipating Intuition
2263,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Tide-Cutting Essence Infusion.md,Tide-Cutting Essence Infusion,Ship-Sleeking Technique
2264,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Wave-Riding Discipline.md,Wave-Riding Discipline,Ship-Sleeking Technique
2265,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Weather-Anticipating Intuition.md,Weather-Anticipating Intuition,Safe Bearing Technique
2266,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Sail\Wind-Defying Course Technique.md,Wind-Defying Course Technique,Salty Dog Method
2267,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Asp Bites Its Tail.md,Asp Bites Its Tail,Effective Counterargument
2268,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Aspersions Cast Aside.md,Aspersions Cast Aside,Unimpeachable Discourse Technique
2269,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\At Your Service.md,At Your Service,Knowing the Soul’s Price
2270,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Culture Hero Approach.md,Culture Hero Approach,Mastery of Small Manners
2271,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Cunning Insight Technique.md,Cunning Insight Technique,Unimpeachable Discourse Technique
2272,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Dauntless Assayer Method.md,Dauntless Assayer Method,Motive-Discerning Technique
2273,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Deep-Eyed Soul Gazing.md,Deep-Eyed Soul Gazing,Intent-Tracing Stare
2274,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Discretionary Gesture.md,Discretionary Gesture,Intent-Tracing Stare
2275,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Doubt-Sowing Contention Method.md,Doubt-Sowing Contention Method,Cunning Insight Technique
2276,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Draw the Curtain.md,Draw the Curtain,Legend Mask Methodology
2277,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Easily-Discarded Presence Method.md,Easily-Discarded Presence Method,Shadow Over Day
2278,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Effective Counterargument.md,Effective Counterargument,Unimpeachable Discourse Technique
2279,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Elusive Dream Defense.md,Elusive Dream Defense,Even-Touched Prophet
2280,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Endless Obsession Feint.md,Endless Obsession Feint,Wise Counsel (Flashing Soul Reform)
2281,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Energic Influence Technique.md,Energic Influence Technique,Motive-Discerning Technique
2282,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Even-Touched Prophet.md,Even-Touched Prophet,Unbound Social Mastery
2283,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Face-Charming Prana.md,Face-Charming Prana,Seen and Seeing Method
2284,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Fete-Watcher Stance.md,Fete-Watcher Stance,Wise-Eyed Courtier Method
2285,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Fugue-Empowered Other.md,Fugue-Empowered Other,Draw the Curtain
2286,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Guarded Thoughts Meditation.md,Guarded Thoughts Meditation,Shadow Over Day
2287,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Heart-Eclipsing Shroud.md,Heart-Eclipsing Shroud,Inverted Ego Mask
2288,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Humble Servant Approach.md,Humble Servant Approach,Motive-Discerning Technique
2289,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Hundred-Faced Stranger.md,Hundred-Faced Stranger,Heart-Eclipsing Shroud
2290,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Indecent Proposal Method.md,Indecent Proposal Method,Unimpeachable Discourse Technique
2291,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Intent-Tracing Stare.md,Intent-Tracing Stare,Shadow Over Day
2292,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Inverted Ego Mask.md,Inverted Ego Mask,Penumbra Self Meditation
2293,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Knowing the Soul’s Price.md,Knowing the Soul’s Price,Wise-Eyed Courtier Method
2294,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Legend Mask Methodology.md,Legend Mask Methodology,Hundred-Faced Stranger
2295,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Night Passes Over.md,Night Passes Over,Shadow Over Day
2296,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Penumbra Self Meditation.md,Penumbra Self Meditation,Guarded Thoughts Meditation
2297,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Preeminent Gala Knife.md,Preeminent Gala Knife,Dauntless Assayer Method
2298,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Quicksilver Falcon’s Eye.md,Quicksilver Falcon’s Eye,Motive-Discerning Technique
2299,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Rancor-Raising Spirit.md,Rancor-Raising Spirit,Energic Influence Technique
2300,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Seen and Seeing Method.md,Seen and Seeing Method,Deep-Eyed Soul Gazing
2301,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Solar\Socialize\Selfsame Master Procurer.md,Selfsame Master Procurer,Easily-Discarded Presence Method
